,accept,event_type,id,label,reject,text,total
10,0,ASSAULT,AAW_ARB_20080515.0070-20,easy no,3,هل يسمع وزراء الحكومة خلف ابواب السرايا، أي هدير حقد تنفجر به النفوس، وإلى أي منزلق تنجرّ العصبيات؟,3
11,0,ASSAULT,AAW_ARB_20080722.0029-16,easy no,3,فهل يجوز تبرير القتل والاغتيال السياسي وإعادة فتح الباب أمام هذا النوع من الاجرام في لبنان؟»,3
12,0,ASSAULT,AAW_ARB_20080417.0071-47,easy no,3,وفي الطريق، أوقفه رجل شرطة وضرب الحقائب.,3
13,0,ASSAULT,AAW_ARB_20080228.0014-7,easy no,3,لكن المحكمة لم تأخذ بهذه الحجج، واعتبرت انه «لم يثبت ان المتهمين ارادوا ارتكاب اعتداء على المحكمة الوطنية».,3
14,0,ASSAULT,AAW_ARB_20080805.0021-9,easy no,3,وحول السلاح الجديد المضاد للسفن، قال قائد وحدات النخبة في حرس الثورة الجنرال محمد علي جعفري للتلفزيون الرسمي أمس «لا يمكن لاي سفينة عدوة ان تفلت من (هذا الصاروخ) على مدى 300 كلم اعتبارا من حدود ايران».,3
15,0,ASSAULT,AAW_ARB_20070630.0084-2,easy no,3,و«توحة» هذه امرأة عظيمة مكافحة تعمل في الخياطة وتكسب رزقها من عرق جبينها بكل أمانة وشرف، تعرض زوجها وابنها للاعتداء ولم يسمع صوتها من قبل المسؤولين بالبوليس وأصرت على إسماعه وانتهت حياتها نتيجة لفوضى المرور وتهور السائقين والإهمال في غرفة الطوارئ بالمستشفى.,3
16,0,ASSAULT,AAW_ARB_20070623.0015-17,easy no,3,لو كنا فقط في سياحة لعرفنا كيف نرفه عن انفسنا فيما نحن نعمل منذ الثامنة صباحا حتى الثالثة فجرا.,3
17,0,ASSAULT,AAW_ARB_20071231.0003-1,easy no,3,دعت الحكومة الاسرائيلية امس، السلطة الفلسطينية، بمحاربة نشطاء الانتفاضة، واعتبرت ذلك شرطا «لا مساومة عليه» لتخفيف اسرائيل من قبضتها على الضفة، او تنفيذ أي اتفاق تسوية بين الطرفين، اثر مقتل جنديين اسرائيليين في هجوم مسلح الجمعة في «بيت كاحل» غرب مدينة الخليل جنوب الضفة الغربية.,3
18,0,ASSAULT,AAW_ARB_20081002.0022-5,easy no,3,وأكد كاميرون أن بلاده ستتخطى الأزمة المالية، وشدد على ان حزب المحافظين سيعمل مع حزب العمال الحاكم لحماية الاقتصاد البريطاني ومنع الأزمة المالية التي ضربت الولايات المتحدة من الوصول الى بريطانيا.,3
19,0,ASSAULT,AAW_ARB_20070423.0072-5,easy no,3,إلا أن قوله: «كانا يفعلان ذلك كنوع من العقاب الأبوي» يحمل إشارات مربكة لها إيحاءات التبسيط والتهوين، وكنا ننتظر منه تصريحا أكثر حزما وحسما وصرامة تجاه هذه السلوكيات مهما صغر شأنها لكي يمنع حدوث الأسوأ مستقبلا، خاصة أن أسباب الضرب غير مبررة، فأن يطلب السجينان سجائر من الحراس وهما في منطقة من السجن غير مسموح فيها بالتدخين لا تشكل سببا كافيا لتنفيذ هذه العقوبة.,3
20,2,ASSAULT,AAW_ARB_20080428.0031-7,difficult no,2,وأكدت الجهاد ان البزور، هو أحد عناصر الحركة ومسؤولها الإعلامي في منطقة جنوب وغرب جنين، وقد اختطفته السلطة من دون توجيه أي تبليغ لذويه بتسليم نفسه كما حدث مع العشرات من عناصر الحركة والسرايا في شمال الضفة وخصوصاً جنين وطولكرم.,4
21,0,ASSAULT,AAW_ARB_20070805.0085-11,easy no,3,وجاء الاعتراض على هذا الموقف من خلال بيان منسوب إلى مصادر وأوساط فلسطينية مطلعة، يشن هجوما قاسيا على عمرو موسى لأنه «يشجع الانقلابيين على مواصلة جرائمهم ضد القضية والشرعية الفلسطينية ونظامنا الدستوري»، وذلك لأن عمرو موسى واصل تطبيق قرار الجامعة بإنشاء لجنة لتقصي الحقائق بعد أحداث غزة، وكان تقرير اللجنة سيعرض على الأعضاء في الاجتماع.,3
22,0,ASSAULT,AAW_ARB_20070813.0016-9,easy no,3,ويأتي خروج وزير النفط من الحكومة بعد استقالات وزراء للشؤون الاجتماعية ومساعد الرئيس لشؤون التخطيط والميزانية، في وقت يواجه فيه احمدي نجاد ضغوطا داخلية، بسبب عدم وفاء حكومته بوعودها بتوزيع الثروة وموجة التضخم التي تضرب البلاد.,3
23,0,ASSAULT,AAW_ARB_20070603.0014-10,easy no,3,وساعد الانفاق على نشر عربات مصفحة أفضل لحماية الجنود وتكنولوجيا للتعقب وإبطال نشاط المتفجرات، مع ذلك يقول مسؤولون في البنتاغون إن جهودهم لم تنتج حتى الآن شيئا سوى مكاسب مؤقتة.,3
24,0,ASSAULT,AAW_ARB_20080305.0072-11,easy no,3,وعندما قام خالد الاسلامبولي باغتيال الرئيس الراحل انور السادات عام 1981 فإنه لم يوقف عملية السلام المصرية ـ الإسرائيلية ولكنه وضع أول بذور السلام البارد والعلاقات المترددة بين مصر وإسرائيل وأضاف صعوبة جديدة لكل من أرادوا السلام بعد ذلك.,3
25,1,ASSAULT,AAW_ARB_20080503.0004-4,difficult no,2,واتهمت السلطات اليمنية المتمردين الحوثيين بتنفيذ التفجير، بينما قالت مصادر إن المستهدف هو عسكر بن زعير، خطيب المسجد، وهو ضابط في القوات المسلحة، ويشغل مديرا لمكتب اللواء الركن علي محسن الاحمر قائد الفرقة الأولى مدرع، وقائد المنطقة الشمالية الغربية.,3
26,3,ASSAULT,AAW_ARB_20080304.0032-14,yes,0,وفي سامراء (120 كلم شمال بغداد)، أعلنت الشرطة مقتل سبعة أشخاص بينهم امرأة وطفل بتفجير انتحاري بواسطة شاحنة مفخخة في منطقة الحويش التي تبعد 11 كيلومترا شمال غربي سامراء.,3
27,1,ASSAULT,AAW_ARB_20080123.0029-6,difficult no,2,واعتبر ابو مازن ان العمليات العسكرية الاسرائيلية ضد المواطنين الفلسطينيين، لا تشكل عقبات فقط وانما تعطيل لعملية السلام، واضاف «اوضحنا هذا للاسرائيليين والمجتمع الدولي والرئيس (الاميركي جورج) بوش عندما حضر للمنطقة، ولكن في نفس الوقت لا اريد أن اعطي مكافأة لمن يعطل عملية السلام من أي طرف كان»، موضحا ان «الهجمات الصاروخية على إسرائيل لا تعطي مبرراً لمعاقبة المدنيين»، مؤكداً حق الشعب في قطاع غزة العيش بأمان.,3
28,3,ASSAULT,AAW_ARB_20081111.0051-18,yes,0,كما اقتحم مسلحون الاسبوع الماضي مهبطا للطائرات في وسط الصومال وخطفوا أربعة أوروبيين يعملون في مجال المساعدات وطيارين كينيين اثنين، وقال سكان محليون ان الرهائن نقلوا الى مقديشو.,3
29,0,ASSAULT,AAW_ARB_20071229.0017-40,easy no,3,* نص محادثة الـ «القاعدة» الهاتفية > فيما يلي ترجمة أجرتها وكالة فرانس برس للنص الحرفي للمحادثة الهاتفية التي أجراها المسؤول الكبير في «القاعدة» بيت الله محسود، امس، مع عضو آخر في التنظيم، وتقول وزارة الداخلية الباكستانية انها رصدتها بعد اغتيال بي نظير بوتو.,3
30,1,ASSAULT,AAW_ARB_20070122.0049-10,difficult no,2,وقال ان اعتقاله اعتبر، في اطار الاستهلاك الغربي والمحلي، جزءا من هجوم باكستان على طالبان في باكستان.,3
31,3,ASSAULT,AAW_ARB_20080110.0023-9,yes,0,كما هاجم مفجرون انتحاريون سياسيين بينهم زعيمة المعارضة بي نظير بوتو التي اغتيلت في هجوم بالأسلحة والقنابل يوم 27 ديسمبر الماضي.,3
32,1,ASSAULT,AAW_ARB_20070228.0048-5,difficult no,5,اختصاصها:  الجرائم التي تدخل في اطار الاختصاص القانوني للمحكمة هي مجازر الإبادة وجرائم الحرب والجرائم ضد الانسانية وبينها الاستعباد والتعذيب والاغتصاب والاضطهاد لدوافع عرقية واثنية ودينية والإبعاد والفصل العنصري.,6
33,0,ASSAULT,AAW_ARB_20061215.0044-16,easy no,3,وأشار المصدر، إلى أنه لا يعنيها ما إذا كان مخيمر له علاقة بجناح أو فصيل عسكري، ويهمها التأكد ما إذا كان متورطاً في جريمة الاغتيال، كما يهمها أيضاً الكشف عن جميع الأفراد الذي نفذوا هذه الجريمة.,3
34,0,ASSAULT,AAW_ARB_20070703.0015-5,easy no,3,كما كلفه بإعداد تقرير عن الاستقرار السياسي في مصر والتطويرات التي أدخلتها القوات المسلحة المصرية على زوارق الصواريخ البحرية 205 و206.,3
35,2,ASSAULT,AAW_ARB_20070602.0001-1,difficult no,2,وقال الشيخ حميد الهايس زعيم مجلس إنقاذ الأنبار (ائتلاف عشائر سنية في محافظة الأنبار) «لقد أرسلنا 50 رجلا من الشرطة السرية من اهالي الأنبار الى حي العامرية في بغداد، وبدأوا بضرب تنظيم القاعدة فيها، ولقد تمكنا من قتل الكثير منهم».,4
36,0,ASSAULT,AAW_ARB_20080924.0004-3,easy no,3,وأكد خلف أن سميط «اعترف أثناء التحقيقات بأنه وزير الزراعة في تنظيم دولة العراق الإسلامية التابعة لـ«القاعدة» وأن عمره 25 عاما، وهو زوج المتهمة الانتحارية رانيا العنبكي التي طلب منها أن تختاره زوجا لها في الجنة عندما تنفذ عمليتها الانتحارية».,3
37,0,ASSAULT,AAW_ARB_20070907.0036-2,easy no,3,ونقلت وكالة الانباء الايرانية «ارنا» عن لاريجاني قوله: «ان اميركا اصبحت عاجزة للحد الذي تريد عبر تقوية مجموعات صغيرة مثل «براك» والاشرار ان تقوم بأعمال مثل تفجير انابيب النفط الايرانية».,3
38,0,ASSAULT,AAW_ARB_20070406.0124-13,easy no,3,وعبد الله بن خميس «فجر جديد في عالم الصحافة» وقصيدة لسعد البواردي بعنوان «فجر جديد» وعبد الرسول الجشي كتب «صحائف من تاريخنا.,3
39,0,ASSAULT,AAW_ARB_20080404.0049-3,easy no,3,وترجع الزيادة التي شهدتها أسعار المواد الغذائية إلى العديد من العوامل، منها ارتفاع أسعار منتجات الطاقة والأسمدة وزيادة حجم الطلب على الوقود الحيوي، وبخاصة في الولايات المتحدة ودول الاتحاد الأوروبي، وموجات الجفاف التي ضربت أستراليا وبلدانا أخرى.,3
40,0,ASSAULT,AAW_ARB_20070910.0057-8,easy no,3,من ناحية أخرى فاز النجم الاميركي براد بيت بجائزة أحسن ممثل عن دوره في فيلم «اغتيال جيسي جيمس على يد روبرت فورد الجبان» للمخرج أندرو دومينك.,3
41,3,ASSAULT,AAW_ARB_20071208.0036-23,yes,0,وقال ان «سيارة مفخخة انفجرت قرب مقر مجلس للصحوة في ضاحية المنصورية الواقعة في بلدة المقدادية (100 كلم شمال شرقي بغداد)، مما أدى الى مقتل عشرة اشخاص على الاقل وإصابة آخرين بجروح».,3
42,2,ASSAULT,AAW_ARB_20070824.0035-25,difficult no,2,واصبحت الدقة التي تسيطر بها الميليشيات على الكهرباء في المحافظات واضحة في البصرة يوم 25 مايو (ايار) الماضي عندما نفذ جيش المهدي التابع لمقتدى الصدر هجوما على قاعدة بريطانية عراقية صغيرة في مركز المدينة وحول تلك السيطرة الى مزية عسكرية تكتيكية.,4
43,0,ASSAULT,AAW_ARB_20080809.0030-17,easy no,3,وحسبما يفيد أولبرايت فإن من شأن الهجوم الأميركي أو الإسرائيلي أن ينتج عنه دعم أكبر لإيران وحكامها ويمكن أن يقود طهران إلى رفض مراقبة الأمم المتحدة لبرنامجها.,3
44,0,ASSAULT,AAW_ARB_20071114.0060-30,easy no,3,المسألة ليست ايداعا أو قروضا حاليا، البنك هو مستشارُكَ الذي يدير حياتك المالية»، وضربت مثالا «في حال يريد الثريُّ طلبات معقدة مثل حماية رأس المال، فهذا لا تستطيع البنوك المحلية القيام به بنفس الاحترافية، خاصة أن تصنيفنا العالمي هو الأعلى ولا توجد سوى 4 بنوك تحمل أعلى تصنيف اقراضي».,3
45,0,ASSAULT,AAW_ARB_20070501.0041-28,easy no,4,ونوهت اللجنة الى أن حالوتس منذ البداية أصر على استبعاد شن حملة برية عسكرية بخلاف رأي الكثيرين من قيادة الجيش الذين كانوا يرون أن الحملة البرية هي الرد المناسب على عملية الخطف والقادرة على ترميم الردع لدولة اسرائيل في مواجهة حزب الله.,4
46,1,ASSAULT,AAW_ARB_20080104.0074-2,difficult no,2,إلا ان اغتيال بي نظير بوتو، الذي ينذر بانحدار باكستان النووية الى حالة من الفوضى، كان غير مألوف وسط أخبار نهاية العام التي غالبا ما تكون عادية وخالية من التطورات الخطيرة.,3
47,3,ASSAULT,AAW_ARB_20070531.0010-4,ambiguous,1,وخطف مسلحون يرتدون زي الشرطة العراقية خمسة بريطانيين من مركز للكمبيوتر في وزارة المالية العراقية في شارع فلسطين، القريب من مدينة الصدر، اول من أمس.,4
48,0,ASSAULT,AAW_ARB_20070419.0051-4,easy no,3,وكشفت المصادر ان هناك ترتيبات لبدء عمليات افراج منظمة عن قيادات وكوادر التنظيم المعتقلين خلال الايام المقبلة بالتزامن مع اطلاق مبادرة التنظيم، مشيرة الى ان هناك مساعي مكثفة لتخفيف الاحكام الصادرة بالاعدام ضد بعض قيادات التنظيم وكذلك بعض قيادات الجماعة الاسلامية لتصفية ملف العنف في مصر بشكل نهائي .,3
49,0,ASSAULT,AAW_ARB_20080301.0101-2,easy no,3,طبيعة الرد»، المنشور بتاريخ 28 فبراير (شباط) الماضي، أقول ان مقالات عدة كتبت حول مقتل مغنية في غير صحيفة عربية وغير عربية، ووقعت ردود فعل كثيرة على عملية الاغتيال، لكنني لم اجد مقالا من تلك المقالات تناول الموضوع بشكل علمي وتحليلي كما تناوله الكاتب.,3
50,5,ASSAULT,AAW_ARB_20080228.0080-10,ambiguous,1,لكن إسرائيل ردّت استخباراتيّا عبر اغتيال عماد مغنيّة مع أنها لم تتبنّ حتى الآن عملية الاغتيال.,6
51,0,ASSAULT,AAW_ARB_20071021.0057-9,easy no,3,واعلن تشيرتوف بأن وزارته خصصت 1.7 مليار دولار لمواجهة تهديد القنابل البدائية وارسلت الالاف من اجهزة الفحص الجديدة الى المطارات لمنع دخول مثل هذه المتفجرات.,3
52,2,ASSAULT,AAW_ARB_20070110.0021-18,difficult no,2,وتعتقد واشنطن ان المشتبه فيهم الذين استهدفوا في الهجوم امس هم كذلك على علاقة بالهجوم الذي نفذ ضد طائرة اسرائيلية وفندق يملكه اسرائيلي في كينيا عام 2002.,4
53,0,ASSAULT,AAW_ARB_20070606.0013-110,easy no,3,بيد أن الأجواء في واشنطن كانت مختلفة، لأن جونسون وضع خطة عمل لتسوية المشكلة وطلب من اسرائيل ألا تبادر الى الهجوم، وفي الوقت نفسه وقع على صفقة اسلحة ترسل بشكل فوري لاسرائيل بقيمة 72 مليون دولار.,3
54,0,ASSAULT,AAW_ARB_20070313.0058-1,easy no,3,قال محجوب الهيبة، الأمين العام للمجلس الاستشاري المغربي لحقوق الإنسان، إن إعداد تقرير بشأن تقصي الحقائق حول هجوم مهاجرين أفارقة في نهاية صيف عام 2005 على السياج الأمني لمدينتي سبتة ومليلية، اللتين تحتلهما اسبانيا في شمال المغرب، جاء في سياق انشغال المجلس بقضايا حقوق الإنسان وجميع الخروقات التي تشوبها بغض النظر عن الضحايا، مشيرا إلى أن المغرب أصبح بلد استقرار عدد كبير من المهاجرين الوافدين من دول أفريقيا جنوب الصحراء وآسيا.,3
55,0,ASSAULT,AAW_ARB_20080726.0077-5,easy no,3,وعلى خلاف الحال مع تأملات هيلاري كلينتون حول اغتيال «بوبي كينيدي» أو حديث باراك أوباما عن تمسك ناخبيه بالسلاح والإيمان، لم تأت تعليقات «بلاك» ارتجالية، وإنما صدرت عنه في إطار حديث أجرته معه مجلة «فورتشن».,3
56,0,ASSAULT,AAW_ARB_20070526.0013-44,easy no,3,وفي المقابل انتقد وزير الاعلام غازي العريضي حزب الله، من دون ان يسميه، قائلا في كلمة القاها خلال تفقده موقع التفجير في مدينة عالية: لمن تردد وتخلف وتأخر وأعلن مواقف ليست حاسمة في وجه هذه الحالة الارهابية، يجب ان يدرك الجميع، وخصوصا هؤلاء، ان هذه الحالة الارهابية تستهدفهم قبل غيرهم، فكريا وايديولوجيا وسياسيا ووجوديا، وبالتالي لا أحد في منأى عن خطرها، ولذلك يجب التصدي لها بمواقف حاسمة.,3
57,1,ASSAULT,AAW_ARB_20070719.0050-3,difficult no,2,واضاف ان واحدة فقط من تلك العبوات انفجرت في كابول في يناير (كانون الثاني) بدون التسبب في سقوط ضحايا.,3
58,1,ASSAULT,AAW_ARB_20071016.0040-23,difficult no,2,وأضاف ان «القاعدة» في العراق تلقت بعض الضربات، وان هناك تقدما في العمليات الموجهة ضدها، إلا انه لا يعرف حتى الآن الفترة التي ستستغرقها هذه العمليات، كما اكد ايضا انهم ظلوا يقاومون ضغوطا متزايدة.,3
59,1,ASSAULT,AAW_ARB_20070228.0064-43,difficult no,2,ووقع الهجوم في مدينة خوست عندما أوقف ضباط شرطة الانتحاري خارج مركز للشرطة.,3
60,1,ASSAULT,AAW_ARB_20071228.0042-19,difficult no,2,وافاد بيان عسكري بأن «قوات التحالف قامت بحملة دهم في مدينة الرمادي (كبرى مدن محافظة الانبار السنية غرب بغداد) الاثنين والثلاثاء، واعتقلت اثنين من القاعدة على علاقة بخطف ثلاثة جنود اميركيين».,3
61,0,ASSAULT,AAW_ARB_20080124.0029-9,easy no,3,ومنذ ساعات الفجر الأولى، يكاد كل من يسير قرب شارع صلاح الدين، لا يسمع إلا أصوات الصفارات التي تطلقها سيارات الإسعاف التي تقل المرضى الى الشريط الحدودي.,3
62,0,ASSAULT,AAW_ARB_20070224.0013-7,easy no,3,وقال الجنرال «وجدنا أيضا مواد تستخدم في صناعة المتفجرات مثل الأسمدة الكيماوية وحاويات غاز الكلور».,3
63,0,ASSAULT,AAW_ARB_20080511.0023-14,easy no,3,وبما انّ اسرائيل لا تملك أية سلطة اقتصادية على إيران، فإنها تعتبر ان الحلّ الوحيد هو الهجوم العسكري الجوي إن فشل المجتمع الدولي في وقف برنامج ايران النووي.,3
64,0,ASSAULT,AAW_ARB_20070110.0040-3,easy no,3,وقال علي الدباغ، المتحدث باسم الحكومة العراقية، امس ان رجلا أحيل الى القضاء العراقي بسبب هتافات طائفية مستفزة ضد الرئيس العراقي المخلوع صدام حسين، في اللحظات الاخيرة قبل اعدامه.,3
65,0,ASSAULT,AAW_ARB_20080725.0004-1,easy no,3,تدرس السلطة الفلسطينية 3 خيارات لمواجهة أزمة المفاوضات وعمليات الاستيطان المتواصلة، وكذلك مواصلة جدار الفصل، والاعتداءات المستمرة على مدن الضفة الغربية.,3
66,1,ASSAULT,AAW_ARB_20070203.0031-4,difficult no,2,وكان المسلح حاول دخول الحرم المكي الشريف أول من أمس وهو في حالة غير طبيعية وحاول الاعتداء على رجال الأمن بعد اشتباههم فيه.,3
67,1,ASSAULT,AAW_ARB_20070107.0052-3,difficult no,2,وأضاف أن من بين القتلى زعيم جماعة أبو سياف جوندام جمالول المعروف أيضا بالقاتل الاسود، الذي رصدت حكومة الولايات المتحدة مكافأة 40 ألف دولار مقابل رأسه لتورطه في اختطاف سياح غربيين في جزيرة سيبادان بماليزيا عام 2000.,3
68,1,ASSAULT,AAW_ARB_20080217.0104-4,difficult no,2,قد تكون جديدة على البعض، إلا أن بعضها يعود الى ما يقارب الثلاثين عاما، عندما طرح اسم مغنية بعد محاولة اغتيال امير الكويت الراحل الشيخ جابر الصباح.,3
69,3,ASSAULT,AAW_ARB_20070104.0071-8,yes,0,وخطفت الحركة عشرات العاملين الاجانب خلال سلسلة هجمات في يناير (كانون الثاني) وفبراير (شباط) من العام الماضي، وأفرجت عنهم جميعا وفق شروط غير معلنة.,3
70,0,ASSAULT,AAW_ARB_20061104.0131-5,easy no,3,وكان كابير خان قد صور فيلمه الأول التسجيلي لقناة ديسفري وهو في الرابعة والعشرين من العمر، وساعد في اخراج الفيلم الذي يصور حياة دانيال بيرل الصحافي الأميركي الذي اختطف وقطع رأسه في باكستان.,3
71,0,ASSAULT,AAW_ARB_20070616.0029-8,easy no,3,وشملت الاعتقالات كوادر عسكرية اضافة الى قيادات الصف الاول من أمثال محمود الزهار، والراحل عبد العزيز الرنتيسي الذي اغتالته اسرائيل في 17 ابريل (نيسان) 2004.,3
72,3,ASSAULT,AAW_ARB_20070506.0021-4,yes,0,وتبنت الحركة المسؤولية عن عملية تفجير عربة «أورال» في الطريق بين «مقديشو» و«بيدوا» وتدميرها بالكامل وقتل كل من فيها الاثنين الماضي، موضحة أن هذه هي أول عملية من نوعها بعد الانسحاب من المواجه.,3
73,0,ASSAULT,AAW_ARB_20061103.0014-8,easy no,3,وقال المحامون ان »سلطات الحرب التي يتمتع بها الكونغرس لا يمكن ان تتيح خطف واحتجاز مدنيين فترة غير محددة من بلد حليف في زمن السلم مع الولايات المتحدة».,3
74,3,ASSAULT,AAW_ARB_20080731.0037-19,yes,0,وقتل ما لا يقل عن 28 متطوعا في الجيش العراقي وجرح 55 شخصا اخرون منتصف يوليو (تموز) الحالي، في هجوم انتحاري مزدوج بحزامين ناسفين استهدفا مقرا للتطوع شرق بعقوبة، وفقا لمصادر امنية عراقية.,3
75,2,ASSAULT,AAW_ARB_20070101.0075-14,difficult no,2,وفي العشرين منه انتخب غسان تويني نائبا بالتزكية خلفا لنجله النائب جبران تويني الذي قتل في تفجير استهدف موكبه قبل نحو شهر.,4
76,0,ASSAULT,AAW_ARB_20080117.0080-5,easy no,3,لم تنجح كل محاولات إظهار أن الصراع المحتدم في لبنان منذ اغتيال الحريري وقبل ذلك على أنه صراع بين «الخير» و«الشر» وأن المعارضة تمثل الخير وتمثل تحالف فسطاط الممانعة والمعارضة الذي يضم إيران وسوريا وحزب الله و«حماس» الفلسطينية، بينما تمثل «الموالاة» الشر وتمثل واشنطن وإسرائيل وبعض الدول العربية التي توصف بأنها معتدلة وأنها متحالفة مع أميركا وتشكل قناة الدعم السياسي والمالي لحكومة السنيورة التي اعتبرت «منتج إسرائيلي»!!,3
77,0,ASSAULT,AAW_ARB_20080721.0073-6,easy no,3,وبصرف النظر عما ستؤول إليه الأمور فإن من حق هذا الثنائي الفني الكبير، وقد بلغ عملهما «طاش» نهايته بعد 15 عاما من الحضور، الاعتراف بدورهما الكبير في توظيف الكوميديا في معالجة الكثير من القضايا المسكوت عنها، وصبرهما الجميل على ردات الفعل المتشنجة التي ظلت تنفجر في وجهيهما على مدى الأعوام.,3
78,0,ASSAULT,AAW_ARB_20080201.0064-23,easy no,3,ثم كانت فترة ازدهار قصيرة أعقبتها فقاعة أسواق التكنولوجيا والانترنت التي ظلت تكبر حتى انفجرت.,3
79,1,ASSAULT,AAW_ARB_20070111.0073-4,difficult no,2,والى الشرق من بيت لحم، جنوب الضفة الغربية أقدم مسلحون ملثمون فجر امس الأربعاء على إشعال النار في مبنى بلدية جناتا مما أدى إلى احتراقها بالكامل.,3
80,1,ASSAULT,AAW_ARB_20070210.0036-7,difficult no,2,وقال كريم سنجاري وزير الداخلية في حكومة اقليم كردستان لـ«الشرق الاوسط» عبر الهاتف من أربيل، امس، ان «الهجوم وقع على مقرات للاتحاد الوطني الكردستاني داخل مدينة الموصل»، مشيرا الى انه لم تتوفر لديه أية معلومات تفصيلية عن الحادث.,3
81,0,ASSAULT,AAW_ARB_20081118.0037-4,easy no,3,ووفقاً لملف القضية، وضع الحاج مع شريكه جهاد حمد متفجرات في قطارين صيف عام 2006 ولكن المتفجرات المصنعة يدويا لم تنفجر بسبب خطأ في الصنع.,3
82,0,ASSAULT,AAW_ARB_20070617.0049-19,easy no,3,وكان مجلس الوزراء قد عقد امس جلسة استثنائية استهلها رئيس الحكومة فؤاد السنيورة بالقول: «اذا كان القتلة قد ظنوا انهم بعملهم يخيفون اللبنانيين ويدفعونهم الى تغيير مسارهم، فانهم خائبون لان الناس اثبتوا تصميما على الاستمرار في مسيرتهم للخلاص من الوضع الذي يهددهم بالاغتيالات والتفجيرات والحشود على الحدود اللبنانية المثيرة للريبة والشك والقلق والعمليات في نهر البارد وغيره، وان كل ذلك لن يدع اللبنانيين يتراجعون عن موقفهم والتزامهم في بناء الوطن والدولة اللبنانية».,3
83,0,ASSAULT,AAW_ARB_20081004.0044-1,easy no,3,* روما ـ «الشرق الاوسط» : صادقت محكمة التمييز الايطالية على الحكم الصادر بحق المصري ربيع عثمان السيد، المعروف بـ«محمد المصري» والمتهم بالمشاركة في التخطيط لاعتداءات 11 مارس (اذار) 2004 في مدريد والذي قضى بسجنه ثمانية اعوام، بحسب ما ذكرت الصحافة امس.,3
84,4,ASSAULT,AAW_ARB_20080119.0040-2,yes,0,وأكد شهود عيان لـ«الشرق الأوسط»، أن أكثر من عشرين قذيفة هاون وصاروخ انطلقت من منطقة الفيحاء في الضفة الشرقية لشط العرب باتجاه قاعدة المطار، أعقبها بقليل صوت انفجارات لقنابل طائرات عسكرية أطلقت قذائفها على مكان قريب من إطلاق القذائف.,4
